Timestamp,Strategy,Symbol,Side,Quantity,Price,OrderID
2026-03-02 09:18:00,IronFly,NIFTY2631025350CE,BUY,65,93.15,260302150216834
2026-03-02 09:18:01,IronFly,NIFTY2631024350PE,BUY,65,113.2,260302150216947
2026-03-02 09:18:01,IronFly,NIFTY2631024850CE,SELL,65,322.85,260302150217151
2026-03-02 09:18:01,IronFly,NIFTY2631024850PE,SELL,65,233.55,260302150217301
2026-03-02 09:35:10,MomentumBuy,NIFTY2631024950CE,BUY,130,315.4,260302150550616
2026-03-02 09:35:49,MomentumBuy,NIFTY2631024950CE,SELL,130,320.3,260302150559258
2026-03-02 10:45:11,MomentumBuy,NIFTY2631024800PE,BUY,130,226.2,260302151064119
2026-03-02 11:02:34,MomentumBuy,NIFTY2631024800PE,SELL,130,208.55,260302151152251
2026-03-02 12:40:11,MomentumBuy,NIFTY2631024700PE,BUY,130,252.4,260302151611075
2026-03-02 12:43:17,MomentumBuy,NIFTY2631024700PE,SELL,130,255.8,260302151631745
2026-03-02 14:03:52,IronFly,NIFTY2631024850CE,BUY,65,202,260302152028836
2026-03-02 14:03:52,IronFly,NIFTY2631024850PE,BUY,65,336.8,260302152028866
2026-03-02 14:03:52,IronFly,NIFTY2631025350CE,SELL,65,48.2,260302152028904
2026-03-02 14:03:52,IronFly,NIFTY2631024350PE,SELL,65,158.8,260302152028935
2026-03-02 14:30:10,MomentumBuy,NIFTY2631024750PE,BUY,130,273.5,260302152232773
2026-03-02 14:30:28,MomentumBuy,NIFTY2631024750PE,SELL,130,279.1,260302152234778
