Timestamp,Strategy,Symbol,Side,Quantity,Price,OrderID
2026-03-16 09:40:02,MomentumBuy,NIFTY2632423200CE,BUY,195,406.4,260316150329276
2026-03-16 09:40:40,MomentumBuy,NIFTY2632423200CE,SELL,195,419.35,260316150334093
2026-03-16 10:05:02,MomentumBuy,NIFTY2632423150PE,BUY,195,319.9,260316150490691
2026-03-16 10:09:52,MomentumBuy,NIFTY2632423150PE,SELL,195,333.7,260316150513549
2026-03-16 10:20:10,MomentumBuy,NIFTY2632423100PE,BUY,195,358.45,260316150577309
2026-03-16 10:21:10,MomentumBuy,NIFTY2632423100PE,SELL,195,371.85,260316150587944
2026-03-16 10:55:10,MomentumBuy,NIFTY2632423000PE,BUY,195,361.35,260316150777785
2026-03-16 10:55:47,MomentumBuy,NIFTY2632423000PE,SELL,195,374.35,260316150782277
2026-03-16 11:00:11,MomentumBuy,NIFTY2632423050CE,BUY,195,383.35,260316150814329
2026-03-16 11:06:48,MomentumBuy,NIFTY2632423050CE,SELL,195,396.8,260316150844616
2026-03-16 11:10:11,MomentumBuy,NIFTY2632423100CE,BUY,195,393.75,260316150860765
2026-03-16 11:16:12,MomentumBuy,NIFTY2632423100CE,SELL,195,406.85,260316150888332
2026-03-16 11:20:10,MomentumBuy,NIFTY2632423200CE,BUY,195,380.2,260316150914153
2026-03-16 11:24:30,MomentumBuy,NIFTY2632423200CE,SELL,195,398.45,260316150936312
2026-03-16 12:30:03,ScalpingStrategy,NIFTY2632423150CE,BUY,260,409,260316151143887
2026-03-16 12:34:22,ScalpingStrategy,NIFTY2632423150CE,SELL,260,388.7,260316151155273
2026-03-16 12:40:11,MomentumBuy,NIFTY2632423150CE,BUY,195,392.3,260316151179332
2026-03-16 12:46:00,MomentumBuy,NIFTY2632423150CE,SELL,195,378.7,260316151195667
2026-03-16 12:50:10,MomentumBuy,NIFTY2632423100PE,BUY,195,349,260316151212913
2026-03-16 12:53:55,MomentumBuy,NIFTY2632423100PE,SELL,195,333.5,260316151226535
2026-03-16 13:05:10,MomentumBuy,NIFTY2632423100PE,BUY,195,356.15,260316151263172
2026-03-16 13:06:27,MomentumBuy,NIFTY2632423100PE,SELL,195,340.4,260316151271530
2026-03-16 13:20:11,MomentumBuy,NIFTY2632423150CE,BUY,195,386.2,260316151309243
2026-03-16 13:28:00,MomentumBuy,NIFTY2632423150CE,SELL,195,373.75,260316151328582
