Timestamp,Strategy,Symbol,Side,Quantity,Price,OrderID
2026-06-05 09:15:10,ScalpingStrategy,NIFTY2660923450CE,BUY,195,192.3,2062742500312915968
2026-06-05 09:27:54,ScalpingStrategy,NIFTY2660923450CE,SELL,195,176,2062745702789849088
2026-06-05 09:28:00,IronFly,NIFTY2660923950CE,BUY,195,26.85,2062745728291217408
2026-06-05 09:28:00,IronFly,NIFTY2660922950PE,BUY,195,21.25,2062745728568041472
2026-06-05 09:28:00,IronFly,NIFTY2660923450CE,SELL,195,176.3,2062745728836476928
2026-06-05 09:28:00,IronFly,NIFTY2660923450PE,SELL,195,146.45,2062745729205575680
2026-06-05 10:03:25,IronFly,NIFTY2660923450CE,BUY,195,187.6,2062754644014178304
2026-06-05 10:03:25,IronFly,NIFTY2660923450PE,BUY,195,118.9,2062754644207116288
2026-06-05 10:03:26,IronFly,NIFTY2660923950CE,SELL,195,27.8,2062754644416831488
2026-06-05 10:03:26,IronFly,NIFTY2660922950PE,SELL,195,16.85,2062754644626546688
