Timestamp,Strategy,Symbol,Side,Quantity,Price,OrderID
2026-03-10 09:18:00,IronFly,NIFTY2631724700CE,BUY,65,109,260310150107811
2026-03-10 09:18:00,IronFly,NIFTY2631723700PE,BUY,65,156.5,260310150107861
2026-03-10 09:18:00,IronFly,NIFTY2631724200CE,SELL,65,320.15,260310150107928
2026-03-10 09:18:00,IronFly,NIFTY2631724200PE,SELL,65,323.6,260310150107962
2026-03-10 09:20:10,MomentumBuy,NIFTY2631724150PE,BUY,195,309.35,260310150138283
2026-03-10 09:20:19,MomentumBuy,NIFTY2631724150PE,SELL,195,316,260310150140279
2026-03-10 09:45:10,MomentumBuy,NIFTY2631724150CE,BUY,195,337.8,260310150368715
2026-03-10 09:57:00,MomentumBuy,NIFTY2631724150CE,SELL,195,318.4,260310150437256
2026-03-10 11:20:10,MomentumBuy,NIFTY2631724200PE,BUY,195,281.85,260310150838255
2026-03-10 11:25:11,ORBStrategy,NIFTY2631724100CE,BUY,130,399,260310150855859
2026-03-10 11:37:29,MomentumBuy,NIFTY2631724200PE,SELL,195,261.5,260310150898287
2026-03-10 11:50:11,MomentumBuy,NIFTY2631724200PE,BUY,195,280.25,260310150944466
2026-03-10 11:57:01,MomentumBuy,NIFTY2631724200PE,SELL,195,287.65,260310150976730
2026-03-10 12:10:10,MomentumBuy,NIFTY2631724200PE,BUY,195,282.85,260310151017603
2026-03-10 12:14:18,MomentumBuy,NIFTY2631724200PE,SELL,195,291.1,260310151031643
2026-03-10 12:15:11,MomentumBuy,NIFTY2631724150PE,BUY,195,284,260310151038238
2026-03-10 12:22:58,MomentumBuy,NIFTY2631724150PE,SELL,195,293.2,260310151073169
2026-03-10 12:40:10,MomentumBuy,NIFTY2631724150PE,BUY,195,283.25,260310151139263
2026-03-10 12:44:00,MomentumBuy,NIFTY2631724150PE,SELL,195,289.6,260310151149934
2026-03-10 12:50:11,MomentumBuy,NIFTY2631724200CE,BUY,195,304.8,260310151173589
2026-03-10 12:51:02,MomentumBuy,NIFTY2631724200CE,SELL,195,311,260310151178713
2026-03-10 12:55:10,MomentumBuy,NIFTY2631724200CE,BUY,195,321.65,260310151199795
2026-03-10 13:01:17,MomentumBuy,NIFTY2631724200CE,SELL,195,328.05,260310151227074
2026-03-10 14:20:11,MomentumBuy,NIFTY2631724250PE,BUY,195,259.1,260310151546982
2026-03-10 14:21:58,MomentumBuy,NIFTY2631724250PE,SELL,195,266.4,260310151556789
2026-03-10 15:19:13,ORBStrategy,NIFTY2631724100CE,SELL,130,422.4,260310151881945
2026-03-10 15:20:00,IronFly,NIFTY2631724200CE,BUY,65,351.75,260310151885502
2026-03-10 15:20:00,IronFly,NIFTY2631724200PE,BUY,65,211.9,260310151885509
2026-03-10 15:20:00,IronFly,NIFTY2631724700CE,SELL,65,106.7,260310151885524
2026-03-10 15:20:00,IronFly,NIFTY2631723700PE,SELL,65,90.15,260310151885538
