Timestamp,Strategy,Symbol,Side,Quantity,Price,OrderID
2026-03-13 09:53:14,IronFly,NIFTY2631723900CE,BUY,65,60.45,260313150404262
2026-03-13 09:53:14,IronFly,NIFTY2631722900PE,BUY,65,85.75,260313150404282
2026-03-13 09:53:14,IronFly,NIFTY2631723400CE,SELL,65,236.75,260313150404303
2026-03-13 09:53:15,IronFly,NIFTY2631723400PE,SELL,65,240.55,260313150404319
2026-03-13 10:30:11,MomentumBuy,NIFTY2631723350CE,BUY,195,251.65,260313150627768
2026-03-13 10:43:59,MomentumBuy,NIFTY2631723350CE,SELL,195,234.5,260313150688115
2026-03-13 11:30:11,MomentumBuy,NIFTY2631723400CE,BUY,195,236.2,260313150858766
2026-03-13 11:42:30,MomentumBuy,NIFTY2631723400CE,SELL,195,252.4,260313150906099
2026-03-13 12:00:11,MomentumBuy,NIFTY2631723350PE,BUY,195,224.2,260313150961901
2026-03-13 12:02:05,MomentumBuy,NIFTY2631723350PE,SELL,195,234.75,260313150968388
2026-03-13 12:25:10,MomentumBuy,NIFTY2631723250PE,BUY,195,232.1,260313151048985
2026-03-13 12:31:25,MomentumBuy,NIFTY2631723250PE,SELL,195,239.8,260313151074706
2026-03-13 13:15:10,MomentumBuy,NIFTY2631723200PE,BUY,195,259.3,260313151259768
2026-03-13 13:24:26,MomentumBuy,NIFTY2631723200PE,SELL,195,267.15,260313151295583
2026-03-13 13:25:10,MomentumBuy,NIFTY2631723150PE,BUY,195,257.4,260313151301195
2026-03-13 13:27:52,MomentumBuy,NIFTY2631723150PE,SELL,195,242.15,260313151314500
2026-03-13 13:30:10,MomentumBuy,NIFTY2631723200CE,BUY,195,252.4,260313151324339
2026-03-13 13:35:47,MomentumBuy,NIFTY2631723200CE,SELL,195,236.55,260313151346268
2026-03-13 14:15:10,MomentumBuy,NIFTY2631723200CE,BUY,195,251.4,260313151504463
2026-03-13 14:19:39,MomentumBuy,NIFTY2631723200CE,SELL,195,259.3,260313151521748
2026-03-13 14:20:10,MomentumBuy,NIFTY2631723200CE,BUY,195,266.8,260313151524930
2026-03-13 14:32:23,MomentumBuy,NIFTY2631723200CE,SELL,195,274.55,260313151572322
2026-03-13 14:40:11,MomentumBuy,NIFTY2631723200PE,BUY,195,241.2,260313151606348
2026-03-13 14:46:51,MomentumBuy,NIFTY2631723200PE,SELL,195,249.4,260313151630132
2026-03-13 14:55:10,MomentumBuy,NIFTY2631723150PE,BUY,195,242.7,260313151666399
2026-03-13 14:55:47,MomentumBuy,NIFTY2631723150PE,SELL,195,248.9,260313151669617
2026-03-13 15:05:10,MomentumBuy,NIFTY2631723150PE,BUY,195,250.1,260313151716912
2026-03-13 15:12:03,MomentumBuy,NIFTY2631723150PE,SELL,195,237.65,260313151754915
2026-03-13 15:20:01,IronFly,NIFTY2631723400CE,BUY,65,133.05,260313151797670
2026-03-13 15:20:01,IronFly,NIFTY2631723400PE,BUY,65,386.8,260313151797678
2026-03-13 15:20:01,IronFly,NIFTY2631723900CE,SELL,65,34.35,260313151797688
2026-03-13 15:20:01,IronFly,NIFTY2631722900PE,SELL,65,148.35,260313151797735
