Timestamp,Strategy,Symbol,Side,Quantity,Price,OrderID
2026-03-12 10:00:10,MomentumBuy,NIFTY2631723650CE,BUY,195,322.2,260312150505259
2026-03-12 10:05:14,MomentumBuy,NIFTY2631723650CE,SELL,195,303.55,260312150539467
2026-03-12 10:15:10,MomentumBuy,NIFTY2631723600PE,BUY,195,265.35,260312150602880
2026-03-12 10:16:46,MomentumBuy,NIFTY2631723600PE,SELL,195,272.05,260312150612523
2026-03-12 10:35:11,MomentumBuy,NIFTY2631723700CE,BUY,195,282.95,260312150720117
2026-03-12 10:37:22,MomentumBuy,NIFTY2631723700CE,SELL,195,290.6,260312150732127
2026-03-12 11:05:10,MomentumBuy,NIFTY2631723750CE,BUY,195,292,260312150877258
2026-03-12 11:07:07,MomentumBuy,NIFTY2631723750CE,SELL,195,271.8,260312150888526
2026-03-12 13:25:10,MomentumBuy,NIFTY2631723750CE,BUY,195,251.55,260312151399329
2026-03-12 13:25:58,MomentumBuy,NIFTY2631723750CE,SELL,195,258.85,260312151402662
2026-03-12 13:35:10,ORBStrategy,NIFTY2631723800CE,BUY,130,265.3,260312151453552
2026-03-12 15:15:00,ORBStrategy,NIFTY2631723800CE,SELL,130,191,260312151975754
