Timestamp,Strategy,Symbol,Side,Quantity,Price,OrderID
2026-03-20 10:35:12,ScalpingStrategy,NIFTY2632423250CE,BUY,195,260,260320150550428
2026-03-20 10:46:18,ScalpingStrategy,NIFTY2632423250CE,SELL,195,274.05,260320150588298
2026-03-20 10:50:11,ScalpingStrategy,NIFTY2632423300CE,BUY,195,242.6,260320150605294
2026-03-20 11:04:42,ScalpingStrategy,NIFTY2632423300CE,SELL,195,223.5,260320150654461
2026-03-20 11:40:12,ScalpingStrategy,NIFTY2632423300PE,BUY,195,227.45,260320150769764
2026-03-20 11:44:32,ScalpingStrategy,NIFTY2632423300PE,SELL,195,237.9,260320150782914
2026-03-20 11:45:11,ScalpingStrategy,NIFTY2632423300PE,BUY,195,242,260320150784943
2026-03-20 11:50:58,ScalpingStrategy,NIFTY2632423300PE,SELL,195,253.2,260320150800577
2026-03-20 12:15:11,MomentumBuy,NIFTY2632423200PE,BUY,260,232.3,260320150887794
2026-03-20 12:18:32,MomentumBuy,NIFTY2632423200PE,SELL,260,248,260320150898615
2026-03-20 12:25:11,MomentumBuy,NIFTY2632423200PE,BUY,260,276.3,260320150930085
2026-03-20 12:31:15,MomentumBuy,NIFTY2632423200PE,SELL,260,290.4,260320150955307
2026-03-20 12:40:10,MomentumBuy,NIFTY2632423150CE,BUY,260,272.5,260320150991976
2026-03-20 12:40:11,ScalpingStrategy,NIFTY2632423200CE,BUY,195,243.85,260320150991997
2026-03-20 12:44:14,ScalpingStrategy,NIFTY2632423200CE,SELL,195,254.3,260320151004583
2026-03-20 12:45:10,ScalpingStrategy,NIFTY2632423200CE,BUY,195,249.85,260320151008025
2026-03-20 12:46:32,MomentumBuy,NIFTY2632423150CE,SELL,260,287.65,260320151012565
2026-03-20 12:47:37,ScalpingStrategy,NIFTY2632423200CE,SELL,195,260.3,260320151016047
2026-03-20 12:50:11,ScalpingStrategy,NIFTY2632423200CE,BUY,195,252.5,260320151023503
2026-03-20 12:53:02,ScalpingStrategy,NIFTY2632423200CE,SELL,195,262,260320151031295
2026-03-20 12:55:11,ScalpingStrategy,NIFTY2632423250CE,BUY,195,236.1,260320151038591
2026-03-20 13:05:11,MomentumBuy,NIFTY2632423200PE,BUY,260,217.35,260320151068853
2026-03-20 13:16:18,ScalpingStrategy,NIFTY2632423250CE,SELL,195,246.9,260320151094526
2026-03-20 13:26:29,MomentumBuy,NIFTY2632423200PE,SELL,260,204,260320151120242
2026-03-20 13:30:11,ScalpingStrategy,NIFTY2632423250CE,BUY,195,251.3,260320151130815
2026-03-20 13:47:42,ScalpingStrategy,NIFTY2632423250CE,SELL,195,222.75,260320151175072
