Timestamp,Strategy,Symbol,Side,Quantity,Price,OrderID
2026-03-17 09:51:40,IronFly,NIFTY2632424000CE,BUY,130,80.8,260317150420328
2026-03-17 09:51:40,IronFly,NIFTY2632423000PE,BUY,130,141.65,260317150420343
2026-03-17 09:51:41,IronFly,NIFTY2632423500CE,SELL,130,279,260317150420363
2026-03-17 09:51:41,IronFly,NIFTY2632423500PE,SELL,130,303.25,260317150420378
2026-03-17 10:15:10,ScalpingStrategy,NIFTY2632423500CE,BUY,130,311.55,260317150575999
2026-03-17 10:21:54,ScalpingStrategy,NIFTY2632423500CE,SELL,130,320.3,260317150621326
2026-03-17 10:30:10,MomentumBuy,NIFTY2632423500PE,BUY,195,285.15,260317150677419
2026-03-17 10:33:39,MomentumBuy,NIFTY2632423500PE,SELL,195,301,260317150704195
2026-03-17 10:35:10,MomentumBuy,NIFTY2632423450PE,BUY,195,281.5,260317150714856
2026-03-17 10:38:13,MomentumBuy,NIFTY2632423450PE,SELL,195,271.9,260317150736520
2026-03-17 10:40:10,MomentumBuy,NIFTY2632423500CE,BUY,195,280.25,260317150747919
2026-03-17 10:49:52,MomentumBuy,NIFTY2632423500CE,SELL,195,296.25,260317150795611
2026-03-17 10:50:12,MomentumBuy,NIFTY2632423500CE,BUY,195,304.75,260317150798713
2026-03-17 11:08:17,MomentumBuy,NIFTY2632423500CE,SELL,195,286,260317150873523
2026-03-17 11:20:15,ScalpingStrategy,NIFTY2632423450PE,BUY,130,290.6,260317150932327
2026-03-17 11:21:32,ScalpingStrategy,NIFTY2632423450PE,SELL,130,304.55,260317150938501
2026-03-17 11:55:11,ScalpingStrategy,NIFTY2632423400CE,BUY,130,292.4,260317151101634
2026-03-17 12:06:41,ScalpingStrategy,NIFTY2632423400CE,SELL,130,300.95,260317151144047
2026-03-17 12:40:11,ScalpingStrategy,NIFTY2632423400CE,BUY,130,293.5,260317151267933
2026-03-17 12:43:41,ScalpingStrategy,NIFTY2632423400CE,SELL,130,304.4,260317151278576
2026-03-17 12:45:10,ScalpingStrategy,NIFTY2632423400CE,BUY,130,309,260317151286341
2026-03-17 12:45:21,ScalpingStrategy,NIFTY2632423400CE,SELL,130,318.35,260317151287571
2026-03-17 12:50:10,MomentumBuy,NIFTY2632423500CE,BUY,195,270.35,260317151311806
2026-03-17 13:08:10,MomentumBuy,NIFTY2632423500CE,SELL,195,286.05,260317151389168
2026-03-17 13:10:10,MomentumBuy,NIFTY2632423500CE,BUY,195,294.45,260317151399574
2026-03-17 13:15:59,MomentumBuy,NIFTY2632423500CE,SELL,195,310.75,260317151426509
2026-03-17 13:25:11,ScalpingStrategy,NIFTY2632423550CE,BUY,130,269.75,260317151468614
2026-03-17 13:30:03,ScalpingStrategy,NIFTY2632423550CE,SELL,130,278.85,260317151488094
2026-03-17 13:31:12,IronFly,NIFTY2632423500CE,BUY,130,328.9,260317151497428
2026-03-17 13:31:12,IronFly,NIFTY2632423500PE,BUY,130,239.95,260317151497491
2026-03-17 13:31:12,IronFly,NIFTY2632424000CE,SELL,130,98.1,260317151497534
2026-03-17 13:31:12,IronFly,NIFTY2632423000PE,SELL,130,107.2,260317151497560
2026-03-17 14:10:10,MomentumBuy,NIFTY2632423550CE,BUY,195,288.25,260317151679579
2026-03-17 14:16:21,MomentumBuy,NIFTY2632423550CE,SELL,195,279.9,260317151717839
2026-03-17 14:45:11,ScalpingStrategy,NIFTY2632423600CE,BUY,130,261.85,260317151880422
2026-03-17 14:55:04,ScalpingStrategy,NIFTY2632423600CE,SELL,130,271,260317151945500
