Timestamp,Strategy,Symbol,Side,Quantity,Price,OrderID
2026-03-23 09:30:18,IronFly,NIFTY2632423200CE,BUY,195,42.75,260323150304771
2026-03-23 09:30:18,IronFly,NIFTY2632422200PE,BUY,195,73.3,260323150304857
2026-03-23 09:30:18,IronFly,NIFTY2632422700CE,SELL,195,217.55,260323150304890
2026-03-23 09:30:19,IronFly,NIFTY2632422700PE,SELL,195,220.5,260323150304989
2026-03-23 09:35:11,ScalpingStrategy,NIFTY2632422700CE,BUY,195,218.7,260323150353835
2026-03-23 09:39:30,ScalpingStrategy,NIFTY2632422700CE,SELL,195,220.3,260323150392949
2026-03-23 09:40:11,ScalpingStrategy,NIFTY2632422700CE,BUY,195,223,260323150398341
2026-03-23 09:47:18,ScalpingStrategy,NIFTY2632422700CE,SELL,195,202.5,260323150453161
2026-03-23 09:57:23,IronFly,NIFTY2632422700CE,BUY,195,179.65,260323150543108
2026-03-23 09:57:23,IronFly,NIFTY2632422700PE,BUY,195,285.55,260323150543132
2026-03-23 09:57:24,IronFly,NIFTY2632423200CE,SELL,195,36.5,260323150543151
2026-03-23 09:57:24,IronFly,NIFTY2632422200PE,SELL,195,102.8,260323150543224
2026-03-23 10:30:17,ScalpingStrategy,NIFTY2632422550PE,BUY,195,238.5,260323150785815
2026-03-23 10:36:46,ScalpingStrategy,NIFTY2632422550PE,SELL,195,219.55,260323150823416
2026-03-23 10:55:10,ScalpingStrategy,NIFTY2632422550PE,BUY,195,242.3,260323150922873
2026-03-23 11:04:49,ScalpingStrategy,NIFTY2632422550PE,SELL,195,236.2,260323150973456
