Timestamp,Strategy,Symbol,Side,Quantity,Price,OrderID
2026-03-11 09:18:00,IronFly,NIFTY2631724750CE,BUY,65,70.05,260311150087160
2026-03-11 09:18:00,IronFly,NIFTY2631723750PE,BUY,65,86.35,260311150087203
2026-03-11 09:18:00,IronFly,NIFTY2631724250CE,SELL,65,270.1,260311150087263
2026-03-11 09:18:01,IronFly,NIFTY2631724250PE,SELL,65,223.45,260311150087304
2026-03-11 09:55:10,MomentumBuy,NIFTY2631724150PE,BUY,195,248.5,260311150375083
2026-03-11 10:01:00,MomentumBuy,NIFTY2631724150PE,SELL,195,254.7,260311150406699
2026-03-11 10:10:11,MomentumBuy,NIFTY2631724100PE,BUY,195,250.4,260311150452972
2026-03-11 10:10:24,MomentumBuy,NIFTY2631724100PE,SELL,195,259.3,260311150454374
2026-03-11 10:40:10,MomentumBuy,NIFTY2631724100PE,BUY,195,273.7,260311150578196
2026-03-11 10:43:42,MomentumBuy,NIFTY2631724100PE,SELL,195,280.15,260311150592890
2026-03-11 10:50:10,MomentumBuy,NIFTY2631724100CE,BUY,195,286.05,260311150624340
2026-03-11 10:58:50,MomentumBuy,NIFTY2631724100CE,SELL,195,292.5,260311150651617
2026-03-11 11:10:11,MomentumBuy,NIFTY2631724100PE,BUY,195,278,260311150688321
2026-03-11 11:14:01,MomentumBuy,NIFTY2631724100PE,SELL,195,284.3,260311150699806
2026-03-11 11:25:11,MomentumBuy,NIFTY2631724000PE,BUY,195,274.65,260311150746793
2026-03-11 11:25:12,ORBStrategy,NIFTY2631724300PE,BUY,130,429.35,260311150746915
2026-03-11 11:31:57,MomentumBuy,NIFTY2631724000PE,SELL,195,282.75,260311150770238
2026-03-11 12:05:11,MomentumBuy,NIFTY2631724000CE,BUY,195,319.95,260311150885839
2026-03-11 12:34:46,MomentumBuy,NIFTY2631724000CE,SELL,195,303.05,260311150962640
2026-03-11 12:40:11,MomentumBuy,NIFTY2631723950PE,BUY,195,282.75,260311150982148
2026-03-11 12:43:15,MomentumBuy,NIFTY2631723950PE,SELL,195,263.85,260311150992222
2026-03-11 12:45:10,MomentumBuy,NIFTY2631724000CE,BUY,195,311.55,260311150998346
2026-03-11 13:10:40,MomentumBuy,NIFTY2631724000CE,SELL,195,293.55,260311151066728
2026-03-11 13:11:16,IronFly,NIFTY2631724250CE,BUY,65,177.65,260311151068949
2026-03-11 13:11:16,IronFly,NIFTY2631724250PE,BUY,65,456,260311151068955
2026-03-11 13:11:16,IronFly,NIFTY2631724750CE,SELL,65,48.1,260311151068978
2026-03-11 13:11:16,IronFly,NIFTY2631723750PE,SELL,65,222,260311151068987
2026-03-11 13:25:11,MomentumBuy,NIFTY2631723950CE,BUY,195,320.6,260311151121341
2026-03-11 13:26:48,MomentumBuy,NIFTY2631723950CE,SELL,195,328.3,260311151125951
2026-03-11 13:30:11,MomentumBuy,NIFTY2631724000CE,BUY,195,308.7,260311151136213
2026-03-11 13:30:23,MomentumBuy,NIFTY2631724000CE,SELL,195,314.25,260311151137283
2026-03-11 14:30:11,MomentumBuy,NIFTY2631723950CE,BUY,195,318.95,260311151322783
2026-03-11 14:31:49,MomentumBuy,NIFTY2631723950CE,SELL,195,300.85,260311151331358
2026-03-11 15:00:10,MomentumBuy,NIFTY2631723850PE,BUY,195,277.65,260311151427450
2026-03-11 15:07:57,MomentumBuy,NIFTY2631723850PE,SELL,195,284.75,260311151464310
